;masa A;;
t;x;vx;
0.000;5.485E-3;
0.033;8.349E-3;9.503E-2
0.067;1.182E-2;0.110
0.100;1.571E-2;0.127
0.133;2.026E-2;0.144
0.167;2.533E-2;0.158
0.200;3.081E-2;0.172
0.233;3.682E-2;0.186
0.267;4.321E-2;0.196
0.300;4.985E-2;0.204
0.333;5.682E-2;0.213
0.367;6.404E-2;0.218
0.400;7.138E-2;0.221
0.433;7.877E-2;0.222
0.467;8.619E-2;0.221
0.500;9.350E-2;0.212
0.533;0.100;0.197
0.567;0.107;0.170
0.600;0.112;0.144
0.633;0.116;0.117
0.667;0.120;8.969E-2
0.700;0.122;7.026E-2
0.733;0.124;5.700E-2
0.767;0.126;5.303E-2
0.800;0.128;4.663E-2
0.833;0.129;4.164E-2
0.867;0.131;4.123E-2
0.900;0.132;4.073E-2
0.933;0.133;3.420E-2
0.967;0.134;2.825E-2
1.000;0.135;2.780E-2
1.033;0.136;2.053E-2
1.067;0.136;1.422E-2
1.100;0.137;1.993E-2
1.133;0.138;2.104E-2
1.167;0.138;2.089E-2
1.200;0.139;2.634E-2
1.233;0.140;2.874E-2
1.266;0.141;3.439E-2
1.300;0.142;3.363E-2
1.333;0.143;3.394E-2
1.366;0.145;4.094E-2
1.400;0.146;4.217E-2
1.433;0.148;4.227E-2
1.466;0.149;4.730E-2
1.500;0.151;4.158E-2
1.533;0.152;4.101E-2
1.566;0.153;4.605E-2
1.600;0.155;3.595E-2
1.633;0.156;3.506E-2
1.666;0.157;3.971E-2
1.700;0.158;3.401E-2
1.733;0.159;2.828E-2
1.766;0.160;2.781E-2
1.800;0.161;2.738E-2
1.833;0.162;2.767E-2
1.866;0.163;2.739E-2
1.900;0.164;2.690E-2
1.933;0.165;2.725E-2
1.966;0.166;2.199E-2
2.000;0.166;2.065E-2
2.033;0.167;2.631E-2
2.066;0.168;2.735E-2
2.100;0.169;2.687E-2
2.133;0.170;2.203E-2
2.166;0.170;2.140E-2
2.200;0.171;2.654E-2
2.233;0.172;2.837E-2
2.266;0.173;3.337E-2
2.300;0.174;3.269E-2
2.333;0.175;2.780E-2
2.366;0.176;2.764E-2
2.400;0.177;2.212E-2
2.433;0.178;2.111E-2
2.466;0.179;2.636E-2
2.500;0.180;2.064E-2
2.533;0.180;1.495E-2
2.566;0.181;2.065E-2
2.600;0.181;2.029E-2
2.633;0.182;1.486E-2
2.666;0.182;1.329E-2
2.700;0.183;1.269E-2
2.733;0.183;1.332E-2
2.766;0.184;1.359E-2
2.800;0.184;1.400E-2
2.833;0.185;1.355E-2
2.866;0.185;1.356E-2
2.900;0.185;1.472E-2
2.933;0.186;1.441E-2
2.966;0.186;1.429E-2
3.000;0.187;1.425E-2
3.033;0.187;1.408E-2
3.066;0.188;1.876E-2
3.100;0.189;1.947E-2
3.133;0.189;2.034E-2
3.166;0.190;1.998E-2
3.200;0.191;1.564E-2
3.233;0.191;1.530E-2
3.266;0.192;1.390E-2
3.300;0.192;1.438E-2
3.333;0.192;1.845E-2
3.366;0.193;1.852E-2
3.400;0.194;1.588E-2
3.433;0.194;1.988E-2
3.466;0.195;1.989E-2
3.500;0.196;1.599E-2
3.533;0.196;1.940E-2
3.566;0.197;1.857E-2
3.600;0.197;1.485E-2
3.633;0.198;2.100E-2
3.666;0.199;2.071E-2
3.699;0.199;2.065E-2
3.733;0.200;2.026E-2
3.766;0.201;2.046E-2
3.799;0.201;2.152E-2
3.833;0.202;2.104E-2
3.866;0.203;2.622E-2
3.899;0.204;2.176E-2
3.933;0.204;2.104E-2
3.966;0.205;2.096E-2
3.999;0.206;2.020E-2
4.033;0.207;1.915E-2
4.066;0.207;1.501E-2
4.099;0.208;2.009E-2
4.133;0.208;1.952E-2
4.166;0.209;1.527E-2
4.199;0.209;2.018E-2
4.233;0.210;1.945E-2
4.266;0.211;1.398E-2
4.299;0.211;1.362E-2
4.333;0.212;
