;masa A;;
t;x;vx;
0.000;8.222E-5;
0.033;4.331E-4;1.528E-2
0.067;1.099E-3;2.525E-2
0.100;2.114E-3;3.746E-2
0.133;3.593E-3;4.880E-2
0.166;5.363E-3;6.149E-2
0.200;7.687E-3;8.230E-2
0.233;1.084E-2;9.763E-2
0.266;1.419E-2;0.109
0.300;1.812E-2;0.128
0.333;2.273E-2;0.146
0.366;2.783E-2;0.144
0.399;3.229E-2;0.143
0.433;3.735E-2;0.169
0.466;4.357E-2;0.184
0.499;4.958E-2;0.190
0.533;5.624E-2;0.199
0.566;6.282E-2;0.155
0.599;6.659E-2;8.916E-2
0.633;6.876E-2;4.336E-2
0.666;6.947E-2;1.074E-2
0.699;6.947E-2;-1.074E-2
0.732;6.876E-2;1.316E-18
0.766;6.947E-2;-3.930E-3
0.799;6.850E-2;-1.412E-3
0.832;6.938E-2;9.866E-3
0.866;6.915E-2;-1.981E-2
0.899;6.806E-2;-1.459E-2
0.932;6.818E-2;1.008E-2
0.965;6.873E-2;1.658E-2
0.999;6.929E-2;8.996E-3
1.032;6.933E-2;-4.772E-3
1.065;6.897E-2;-1.689E-2
1.099;6.821E-2;-1.165E-2
1.132;6.819E-2;1.024E-2
1.165;6.889E-2;2.889E-2
1.198;7.012E-2;4.450E-2
1.232;7.185E-2;5.775E-2
1.265;7.396E-2;7.631E-2
1.298;7.693E-2;9.866E-2
1.332;8.053E-2;0.115
1.365;8.456E-2;9.831E-2
1.398;8.708E-2;6.597E-2
1.431;8.896E-2;2.877E-2
1.465;8.899E-2;-1.402E-2
1.498;8.802E-2;-1.307E-2
1.531;8.812E-2;9.018E-3
1.565;8.862E-2;2.226E-2
1.598;8.960E-2;3.337E-2
1.631;9.084E-2;2.689E-2
1.664;9.139E-2;4.443E-3
1.698;9.114E-2;-1.761E-2
1.731;9.022E-2;-1.269E-2
1.764;9.029E-2;1.011E-2
1.798;9.089E-2;2.435E-2
1.831;9.192E-2;1.976E-2
1.864;9.221E-2;7.184E-3
1.898;9.239E-2;3.894E-3
1.931;9.247E-2;-1.276E-2
1.964;9.154E-2;-1.952E-2
1.997;9.117E-2;1.538E-3
2.031;9.165E-2;2.277E-2
2.064;9.269E-2;3.531E-2
2.097;9.400E-2;2.875E-2
2.131;9.460E-2;1.837E-2
2.164;9.522E-2;2.182E-3
2.197;9.475E-2;-1.569E-2
2.230;9.418E-2;-8.787E-3
2.264;9.416E-2;9.458E-3
2.297;9.481E-2;2.553E-2
2.330;9.586E-2;3.962E-2
2.364;9.744E-2;5.641E-2
2.397;9.962E-2;7.227E-2
2.430;0.102;8.670E-2
2.463;0.105;0.101
2.497;0.109;0.138
2.530;0.115;0.169
2.563;0.120;0.183
2.597;0.127;0.172
2.630;0.132;0.118
2.663;0.135;4.298E-2
2.696;0.135;1.958E-2
2.730;0.136;2.361E-2
2.763;0.136;3.739E-3
2.796;0.136;3.116E-3
2.830;0.136;8.472E-3
2.863;0.137;6.011E-3
2.896;0.137;-1.917E-3
2.930;0.137;-1.485E-2
2.963;0.136;-1.867E-2
2.996;0.135;-9.586E-4
3.029;0.136;2.099E-2
3.063;0.137;3.670E-2
3.096;0.138;5.243E-2
3.129;0.140;6.448E-2
3.163;0.142;7.482E-2
3.196;0.145;8.886E-2
3.229;0.148;0.102
3.262;0.152;0.117
3.296;0.156;0.128
3.329;0.161;0.139
3.362;0.165;0.180
3.396;0.172;0.226
3.429;0.180;0.236
3.462;0.188;0.247
3.495;0.197;0.258
3.529;0.205;0.247
3.562;0.213;0.215
3.595;0.220;0.193
3.629;0.226;0.172
3.662;0.231;
