;masa A;;
t;x;vx;
0.000;1.534E-3;
0.033;3.468E-3;7.978E-2
0.067;6.852E-3;0.111
0.100;1.088E-2;0.130
0.133;1.554E-2;0.134
0.167;1.983E-2;0.124
0.200;2.378E-2;0.115
0.233;2.748E-2;5.556E-2
0.267;2.748E-2;0.150
0.300;3.746E-2;0.210
0.333;4.151E-2;0.124
0.367;4.576E-2;0.134
0.400;5.044E-2;7.009E-2
0.433;5.043E-2;0.129
0.467;5.905E-2;0.201
0.500;6.381E-2;0.141
0.533;6.843E-2;0.133
0.567;7.268E-2;0.122
0.600;7.654E-2;0.116
0.633;8.044E-2;0.112
0.667;8.399E-2;0.109
0.700;8.771E-2;0.131
0.733;9.272E-2;0.129
0.767;9.630E-2;5.391E-2
0.800;9.631E-2;9.918E-2
0.833;0.103;0.146
0.867;0.106;9.588E-2
0.900;0.109;9.850E-2
0.933;0.113;9.032E-2
0.967;0.115;8.060E-2
1.000;0.118;7.987E-2
1.033;0.121;7.979E-2
1.067;0.123;7.454E-2
1.100;0.126;7.593E-2
1.133;0.128;4.054E-2
1.167;0.128;6.909E-2
1.200;0.133;0.104
1.233;0.135;6.937E-2
1.267;0.138;7.029E-2
1.300;0.140;7.046E-2
1.333;0.142;7.006E-2
1.367;0.145;6.900E-2
1.400;0.147;6.339E-2
1.433;0.149;6.609E-2
1.467;0.151;6.522E-2
1.500;0.153;2.899E-2
1.533;0.153;6.940E-2
1.567;0.158;0.100
1.600;0.160;6.170E-2
1.633;0.162;6.061E-2
1.667;0.164;5.985E-2
1.700;0.166;6.017E-2
1.733;0.168;5.983E-2
1.767;0.170;5.812E-2
1.800;0.172;5.961E-2
1.833;0.174;6.988E-2
1.867;0.176;3.905E-2
1.900;0.176;5.753E-2
1.933;0.180;8.490E-2
1.967;0.182;5.434E-2
2.000;0.184;5.110E-2
2.033;0.186;4.792E-2
2.067;0.187;4.869E-2
2.100;0.189;5.088E-2
2.133;0.191;5.508E-2
2.167;0.192;5.318E-2
2.200;0.194;5.001E-2
2.233;0.196;2.622E-2
2.267;0.196;4.981E-2
2.300;0.199;7.594E-2
2.333;0.201;5.447E-2
2.367;0.203;5.378E-2
2.400;0.204;2.562E-2
2.433;0.204;4.434E-2
2.467;0.207;6.397E-2
2.500;0.209;3.646E-2
2.533;0.210;3.072E-2
2.567;0.211;2.535E-2
2.600;0.212;2.555E-2
2.633;0.212;3.353E-2
2.667;0.214;3.406E-2
2.700;0.215;3.486E-2
2.733;0.216;3.555E-2
2.767;0.217;1.536E-2
2.800;0.217;4.430E-2
2.833;0.220;6.531E-2
2.867;0.221;4.020E-2
2.900;0.223;3.604E-2
2.933;0.224;3.420E-2
2.967;0.225;3.756E-2
3.000;0.226;3.543E-2
3.033;0.227;3.158E-2
3.067;0.228;2.954E-2
3.100;0.229;
