;masa A;;
t;x;vx;
0.000;5.403E-3;
0.033;1.059E-2;0.168
0.067;1.662E-2;0.188
0.100;2.311E-2;0.201
0.133;3.004E-2;0.214
0.167;3.737E-2;0.229
0.200;4.529E-2;0.240
0.233;5.337E-2;0.244
0.267;6.156E-2;0.248
0.300;6.987E-2;0.252
0.333;7.837E-2;0.257
0.367;8.702E-2;0.254
0.400;9.527E-2;0.247
0.433;0.104;0.247
0.467;0.112;0.247
0.500;0.120;0.244
0.533;0.128;0.233
0.567;0.135;0.221
0.600;0.143;0.213
0.633;0.150;0.208
0.667;0.157;0.214
0.700;0.164;0.214
0.733;0.171;0.209
0.767;0.178;0.207
0.800;0.185;0.201
0.833;0.191;0.201
0.867;0.198;0.200
0.900;0.205;0.207
0.933;0.212;0.207
0.967;0.218;0.208
1.000;0.226;0.214
1.033;0.233;0.214
1.067;0.240;0.221
1.100;0.247;0.226
1.133;0.255;0.225
1.167;0.262;0.221
1.200;0.270;0.227
1.233;0.278;0.239
1.266;0.286;0.234
1.300;0.293;0.227
1.333;0.301;0.233
1.366;0.309;0.233
1.400;0.316;0.233
1.433;0.324;0.226
1.466;0.332;0.214
1.500;0.339;0.202
1.533;0.345;0.195
1.566;0.352;0.194
1.600;0.358;0.187
1.633;0.364;0.182
1.666;0.370;0.175
1.700;0.376;0.167
1.733;0.381;0.162
1.766;0.386;0.156
1.800;0.392;0.154
1.833;0.397;0.149
1.866;0.402;0.138
1.900;0.406;0.132
1.933;0.410;0.129
1.966;0.415;0.128
2.000;0.419;0.123
2.033;0.423;0.117
2.066;0.427;0.110
2.100;0.430;0.104
2.133;0.434;0.105
2.166;0.437;0.103
2.200;0.440;9.568E-2
2.233;0.443;8.549E-2
2.266;0.446;
