;masa A;;
t;x;vx;
0.000;5.179E-3;
0.033;8.793E-3;0.110
0.067;1.247E-2;0.122
0.100;1.691E-2;0.128
0.133;2.101E-2;0.122
0.167;2.505E-2;0.122
0.200;2.917E-2;0.119
0.233;3.300E-2;0.117
0.267;3.697E-2;0.116
0.300;4.072E-2;0.111
0.333;4.434E-2;0.102
0.367;4.755E-2;8.950E-2
0.400;5.031E-2;7.588E-2
0.433;5.261E-2;6.830E-2
0.467;5.486E-2;6.206E-2
0.500;5.674E-2;5.591E-2
0.533;5.859E-2;5.509E-2
0.567;6.041E-2;5.445E-2
0.600;6.222E-2;5.501E-2
0.633;6.408E-2;5.521E-2
0.667;6.590E-2;5.492E-2
0.700;6.774E-2;5.490E-2
0.733;6.955E-2;5.376E-2
0.767;7.133E-2;4.841E-2
0.800;7.279E-2;4.826E-2
0.833;7.454E-2;4.829E-2
0.867;7.600E-2;4.816E-2
0.900;7.775E-2;4.764E-2
0.933;7.918E-2;4.812E-2
0.967;8.096E-2;4.934E-2
1.000;8.247E-2;4.816E-2
1.033;8.417E-2;5.236E-2
1.066;8.596E-2;4.881E-2
1.100;8.742E-2;4.892E-2
1.133;8.922E-2;4.859E-2
1.166;9.066E-2;4.721E-2
1.200;9.236E-2;4.741E-2
1.233;9.382E-2;4.324E-2
1.266;9.525E-2;4.208E-2
1.300;9.663E-2;4.156E-2
1.333;9.801E-2;4.606E-2
1.366;9.970E-2;4.606E-2
1.400;0.101;4.144E-2
1.433;0.102;4.194E-2
1.466;0.104;4.214E-2
1.500;0.105;4.184E-2
1.533;0.107;4.245E-2
1.566;0.108;4.218E-2
1.600;0.109;4.154E-2
1.633;0.111;4.553E-2
1.666;0.113;4.607E-2
1.700;0.114;4.247E-2
1.733;0.115;4.721E-2
1.766;0.117;4.795E-2
1.800;0.119;4.285E-2
1.833;0.120;4.775E-2
1.866;0.122;4.854E-2
1.900;0.123;4.827E-2
1.933;0.125;4.754E-2
1.966;0.126;4.716E-2
2.000;0.128;4.754E-2
2.033;0.130;4.204E-2
2.066;0.131;4.250E-2
2.100;0.132;4.270E-2
2.133;0.134;4.609E-2
2.166;0.135;4.618E-2
2.200;0.137;4.234E-2
2.233;0.138;4.266E-2
2.266;0.140;4.679E-2
2.300;0.141;4.667E-2
2.333;0.143;4.236E-2
2.366;0.144;4.800E-2
2.400;0.146;4.714E-2
2.433;0.147;4.266E-2
2.466;0.149;4.756E-2
2.500;0.150;4.718E-2
2.533;0.152;4.358E-2
2.566;0.153;4.673E-2
2.600;0.155;4.734E-2
2.633;0.157;4.778E-2
2.666;0.158;4.835E-2
2.700;0.160;4.836E-2
2.733;0.161;5.365E-2
2.766;0.163;4.996E-2
2.800;0.165;4.701E-2
2.833;0.166;5.319E-2
2.866;0.168;5.609E-2
2.900;0.170;4.955E-2
2.933;0.172;4.822E-2
2.966;0.173;5.423E-2
3.000;0.175;5.461E-2
3.033;0.177;4.838E-2
3.066;0.179;4.880E-2
3.100;0.180;4.893E-2
3.133;0.182;4.803E-2
3.166;0.184;4.803E-2
3.199;0.185;4.768E-2
3.233;0.187;4.821E-2
3.266;0.188;4.740E-2
3.299;0.190;5.272E-2
3.333;0.192;4.902E-2
3.366;0.193;4.872E-2
3.399;0.195;4.780E-2
3.433;0.196;4.758E-2
3.466;0.198;4.856E-2
3.499;0.200;4.861E-2
3.533;0.201;4.782E-2
3.566;0.203;4.182E-2
3.599;0.204;4.783E-2
3.633;0.206;4.757E-2
3.666;0.207;4.196E-2
3.699;0.209;4.803E-2
3.733;0.211;4.756E-2
3.766;0.212;4.819E-2
3.799;0.214;4.775E-2
3.833;0.215;4.771E-2
3.866;0.217;4.890E-2
3.899;0.218;4.868E-2
3.933;0.220;4.756E-2
3.966;0.222;4.815E-2
3.999;0.223;4.865E-2
4.033;0.225;4.762E-2
4.066;0.227;4.770E-2
4.099;0.228;4.845E-2
4.133;0.230;4.828E-2
4.166;0.231;4.756E-2
4.199;0.233;4.739E-2
4.233;0.234;4.238E-2
4.266;0.236;4.778E-2
4.299;0.238;4.760E-2
4.333;0.239;4.260E-2
4.366;0.240;4.727E-2
4.399;0.242;4.732E-2
4.433;0.244;4.254E-2
4.466;0.245;4.730E-2
4.499;0.247;4.723E-2
4.533;0.248;4.768E-2
4.566;0.250;4.812E-2
4.599;0.251;4.897E-2
4.633;0.253;4.859E-2
4.666;0.255;4.832E-2
4.699;0.256;4.827E-2
4.733;0.258;4.750E-2
4.766;0.259;4.770E-2
4.799;0.261;4.204E-2
4.833;0.262;4.112E-2
4.866;0.264;4.099E-2
4.899;0.265;4.074E-2
4.933;0.266;4.135E-2
4.966;0.268;3.569E-2
4.999;0.269;
