;masa A;;
t;x;vx;
6.199;0.228;1.169E-2
6.232;0.229;7.574E-3
6.266;0.229;7.505E-3
6.299;0.229;6.871E-3
6.332;0.229;6.549E-3
6.366;0.230;7.307E-3
6.399;0.230;6.866E-3
6.432;0.230;6.661E-3
6.466;0.230;7.655E-3
6.499;0.231;6.976E-3
6.532;0.231;5.939E-3
6.566;0.231;6.380E-3
6.599;0.231;7.345E-3
6.632;0.232;7.164E-3
6.666;0.232;6.861E-3
6.699;0.232;6.537E-3
6.732;0.232;2.506E-3
6.766;0.232;
